ID,X,Y,R,G,B
4997,96,49,147,130,77
4998,97,49,147,128,76
4999,98,49,151,131,76
5000,99,49,140,124,79
5001,0,50,75,51,59
5002,1,50,98,58,53
5003,2,50,116,72,54
5004,3,50,116,72,51
5005,4,50,117,73,45
5006,5,50,117,75,43
5007,6,50,122,80,44
5008,7,50,121,79,45
5009,8,50,106,70,41
5010,9,50,106,66,39
5011,10,50,116,74,46
5012,11,50,118,77,47
5013,12,50,114,72,41
5014,13,50,109,67,43
5015,14,50,107,69,46
5016,15,50,110,73,45
5017,16,50,121,82,42
5018,17,50,123,81,38
5019,18,50,117,76,38
5020,19,50,119,78,36
5021,20,50,136,98,40
5022,21,50,157,120,41
5023,22,50,136,98,44
5024,23,50,63,37,38
5025,24,50,37,25,41
5026,25,50,34,23,39
5027,26,50,39,26,37
5028,27,50,49,30,39
5029,28,50,51,31,38
5030,29,50,43,25,34
5031,30,50,44,25,32
5032,31,50,70,38,32
5033,32,50,105,62,35
5034,33,50,152,104,42
5035,34,50,203,161,67
5036,35,50,225,187,86
5037,36,50,230,196,91
5038,37,50,225,197,98
5039,38,50,229,201,100
5040,39,50,230,198,98
5041,40,50,225,191,94
5042,41,50,227,192,100
5043,42,50,224,190,98
5044,43,50,226,192,100
5045,44,50,230,197,102
5046,45,50,233,203,113
5047,46,50,235,207,116
5048,47,50,234,208,120
5049,48,50,234,210,125
5050,49,50,235,209,122
5051,50,50,233,205,114
5052,51,50,230,204,115
5053,52,50,230,203,115
5054,53,50,234,203,113
5055,54,50,234,201,108
5056,55,50,226,193,98
5057,56,50,216,180,82
5058,57,50,205,166,68
5059,58,50,190,144,50
5060,59,50,167,122,45
5061,60,50,146,105,45
5062,61,50,131,93,41
5063,62,50,125,89,40
5064,63,50,137,103,42
5065,64,50,151,114,47
5066,65,50,146,111,48
5067,66,50,135,101,47
5068,67,50,111,76,38
5069,68,50,88,56,31
5070,69,50,76,44,30
5071,70,50,65,37,30
5072,71,50,59,34,31
5073,72,50,48,28,32
5074,73,50,42,26,32
5075,74,50,40,26,33
5076,75,50,35,23,33
5077,76,50,32,21,33
5078,77,50,32,21,34
5079,78,50,31,22,34
5080,79,50,32,24,37
5081,80,50,30,20,37
5082,81,50,32,23,40
5083,82,50,41,28,41
5084,83,50,42,29,41
5085,84,50,38,25,42
5086,85,50,56,29,38
5087,86,50,92,45,40
5088,87,50,93,51,47
5089,88,50,88,51,50
5090,89,50,89,50,49
5091,90,50,86,49,48
5092,91,50,85,52,51
5093,92,50,96,67,59
5094,93,50,114,90,65
5095,94,50,137,109,67
5096,95,50,166,139,75
5097,96,50,173,151,80
5098,97,50,161,142,78
5099,98,50,142,128,75
5100,99,50,125,123,84
5101,0,51,76,53,61
5102,1,51,99,58,54
5103,2,51,119,76,54
5104,3,51,122,78,48
5105,4,51,115,70,47
5106,5,51,107,66,41
5107,6,51,106,67,43
5108,7,51,105,69,44
5109,8,51,112,72,41
5110,9,51,121,75,41
5111,10,51,127,83,46
5112,11,51,132,91,46
5113,12,51,127,90,44
5114,13,51,119,83,44
5115,14,51,127,89,47
5116,15,51,133,96,47
5117,16,51,131,97,43
5118,17,51,136,101,44
5119,18,51,144,107,46
5120,19,51,146,108,44
5121,20,51,147,108,47
5122,21,51,127,92,48
5123,22,51,72,46,42
5124,23,51,42,25,39
5125,24,51,36,23,38
5126,25,51,37,24,39
5127,26,51,39,26,37
5128,27,51,52,32,34
5129,28,51,51,31,36
5130,29,51,43,24,32
5131,30,51,58,34,32
5132,31,51,80,47,33
5133,32,51,101,63,37
5134,33,51,114,72,36
5135,34,51,157,115,47
5136,35,51,199,159,68
5137,36,51,219,182,80
5138,37,51,225,195,92
5139,38,51,233,203,103
5140,39,51,230,200,98
5141,40,51,224,190,91
5142,41,51,218,183,93
5143,42,51,220,186,96
5144,43,51,225,195,100
5145,44,51,232,203,106
5146,45,51,233,206,116
5147,46,51,235,210,122
5148,47,51,234,210,123
5149,48,51,233,212,128
5150,49,51,232,211,125
5151,50,51,234,210,124
5152,51,51,234,209,122
5153,52,51,230,206,120
5154,53,51,232,205,117
5155,54,51,233,201,108
5156,55,51,228,194,101
5157,56,51,219,184,88
5158,57,51,197,159,69
5159,58,51,173,137,57
5160,59,51,155,118,51
5161,60,51,131,96,40
5162,61,51,121,90,41
5163,62,51,119,88,41
5164,63,51,112,78,37
5165,64,51,90,58,34
5166,65,51,71,43,33
5167,66,51,61,38,32
5168,67,51,61,37,33
5169,68,51,59,36,30
5170,69,51,54,34,30
5171,70,51,47,29,32
5172,71,51,44,28,33
5173,72,51,33,22,31
5174,73,51,29,19,30
5175,74,51,27,19,34
5176,75,51,24,19,35
5177,76,51,26,19,36
5178,77,51,24,18,35
5179,78,51,25,22,36
5180,79,51,25,23,37
5181,80,51,27,24,41
5182,81,51,34,28,43
5183,82,51,34,27,43
5184,83,51,38,28,43
5185,84,51,41,28,42
5186,85,51,35,23,39
5187,86,51,51,33,46
5188,87,51,87,48,48
5189,88,51,92,51,46
5190,89,51,93,53,46
5191,90,51,95,54,46
5192,91,51,91,53,50
5193,92,51,92,55,53
5194,93,51,100,60,53
5195,94,51,106,68,56
5196,95,51,115,83,59
5197,96,51,119,99,71
5198,97,51,124,100,70
5199,98,51,131,104,69
5200,99,51,133,107,75
5201,0,52,67,51,63
5202,1,52,69,46,54
5203,2,52,105,66,53
5204,3,52,121,72,43
5205,4,52,123,72,44
5206,5,52,120,66,40
5207,6,52,127,73,42
5208,7,52,141,87,47
5209,8,52,139,84,44
5210,9,52,144,92,43
5211,10,52,153,103,47
5212,11,52,154,102,46
5213,12,52,143,90,43
5214,13,52,141,91,49
5215,14,52,144,100,52
5216,15,52,150,109,48
5217,16,52,152,110,45
5218,17,52,149,107,43
5219,18,52,142,97,43
5220,19,52,128,84,43
5221,20,52,82,54,45
5222,21,52,47,30,42
5223,22,52,44,28,42
5224,23,52,44,28,40
5225,24,52,34,21,38
5226,25,52,32,19,37
5227,26,52,49,32,37
5228,27,52,58,37,34
5229,28,52,48,27,32
5230,29,52,56,34,33
5231,30,52,68,41,33
5232,31,52,84,54,37
5233,32,52,107,74,44
5234,33,52,114,76,41
5235,34,52,117,80,39
5236,35,52,135,95,44
5237,36,52,143,99,42
5238,37,52,165,123,54
5239,38,52,189,150,68
5240,39,52,203,167,77
5241,40,52,197,161,74
5242,41,52,205,170,81
5243,42,52,224,190,96
5244,43,52,235,204,110
5245,44,52,239,210,111
5246,45,52,235,208,113
5247,46,52,232,208,117
5248,47,52,229,207,123
5249,48,52,228,207,121
5250,49,52,229,207,119
5251,50,52,233,208,123
5252,51,52,234,207,119
5253,52,52,230,200,108
5254,53,52,227,195,103
5255,54,52,224,192,97
5256,55,52,209,174,83
5257,56,52,178,143,61
5258,57,52,151,117,49
5259,58,52,135,103,45
5260,59,52,122,90,40
5261,60,52,100,69,33
5262,61,52,76,49,30
5263,62,52,65,39,30
5264,63,52,60,38,34
5265,64,52,52,34,33
5266,65,52,57,38,36
5267,66,52,51,36,35
5268,67,52,40,28,33
5269,68,52,29,20,31
5270,69,52,28,22,35
5271,70,52,29,23,35
5272,71,52,33,27,37
5273,72,52,29,24,34
5274,73,52,24,20,33
5275,74,52,19,16,31
5276,75,52,20,19,34
5277,76,52,22,18,35
5278,77,52,18,15,34
5279,78,52,23,20,36
5280,79,52,25,22,39
5281,80,52,26,24,40
5282,81,52,35,31,45
5283,82,52,35,31,44
5284,83,52,36,29,43
5285,84,52,44,31,44
5286,85,52,43,30,44
5287,86,52,40,30,48
5288,87,52,71,44,55
5289,88,52,111,58,50
5290,89,52,108,55,47
5291,90,52,112,59,47
5292,91,52,110,60,49
5293,92,52,103,59,52
5294,93,52,100,59,53
5295,94,52,108,66,59
5296,95,52,111,67,58
5297,96,52,103,64,60
5298,97,52,103,64,61
5299,98,52,123,77,63
5300,99,52,137,88,69
5301,0,53,67,51,64
5302,1,53,63,42,56
5303,2,53,87,51,50
5304,3,53,115,62,43
5305,4,53,126,66,41
5306,5,53,132,71,40
5307,6,53,149,83,41
5308,7,53,144,85,45
5309,8,53,153,101,48
5310,9,53,149,91,43
5311,10,53,143,80,46
5312,11,53,139,80,46
5313,12,53,130,74,44
5314,13,53,150,91,52
5315,14,53,136,89,53
5316,15,53,126,88,51
5317,16,53,123,85,46
5318,17,53,117,78,38
5319,18,53,113,71,42
5320,19,53,64,38,41
5321,20,53,40,26,42
5322,21,53,48,31,44
5323,22,53,49,33,44
5324,23,53,42,28,42
5325,24,53,33,22,39
5326,25,53,41,29,42
5327,26,53,57,40,42
5328,27,53,50,34,38
5329,28,53,52,32,36
5330,29,53,72,50,37
5331,30,53,81,57,39
5332,31,53,97,68,42
5333,32,53,107,78,46
5334,33,53,103,70,41
5335,34,53,107,72,41
5336,35,53,108,74,42
5337,36,53,115,76,39
5338,37,53,126,80,41
5339,38,53,131,81,36
5340,39,53,125,80,36
5341,40,53,131,91,44
5342,41,53,149,109,51
5343,42,53,168,129,65
5344,43,53,187,148,74
5345,44,53,200,161,78
5346,45,53,206,170,83
5347,46,53,211,175,89
5348,47,53,214,182,96
5349,48,53,219,188,102
5350,49,53,224,192,101
5351,50,53,224,193,105
5352,51,53,224,190,100
5353,52,53,220,183,91
5354,53,53,204,167,81
5355,54,53,178,141,62
5356,55,53,153,118,51
5357,56,53,130,95,40
5358,57,53,115,81,37
5359,58,53,109,79,38
5360,59,53,89,61,33
5361,60,53,68,43,30
5362,61,53,58,38,32
5363,62,53,53,37,34
5364,63,53,49,35,38
5365,64,53,44,34,38
5366,65,53,41,31,37
5367,66,53,38,29,34
5368,67,53,35,27,35
5369,68,53,38,30,36
5370,69,53,58,45,41
5371,70,53,50,38,37
5372,71,53,49,37,38
5373,72,53,48,37,39
5374,73,53,40,30,37
5375,74,53,30,22,34
5376,75,53,22,17,32
5377,76,53,23,19,34
5378,77,53,20,16,34
5379,78,53,26,21,37
5380,79,53,28,25,41
5381,80,53,26,24,42
5382,81,53,30,26,41
5383,82,53,35,27,42
5384,83,53,38,27,43
5385,84,53,41,30,46
5386,85,53,45,32,46
5387,86,53,47,33,47
5388,87,53,53,42,58
5389,88,53,92,55,56
5390,89,53,120,58,46
5391,90,53,125,62,48
5392,91,53,132,69,49
5393,92,53,125,66,51
5394,93,53,109,61,54
5395,94,53,105,60,57
5396,95,53,114,68,63
5397,96,53,123,75,67
5398,97,53,111,67,65
5399,98,53,85,61,66
5400,99,53,99,77,78
5401,0,54,67,51,66
5402,1,54,58,40,56
5403,2,54,80,44,51
5404,3,54,108,51,39
5405,4,54,134,68,42
5406,5,54,139,75,44
5407,6,54,143,79,43
5408,7,54,137,77,43
5409,8,54,143,90,44
5410,9,54,148,96,46
5411,10,54,141,84,44
5412,11,54,137,81,46
5413,12,54,135,80,41
5414,13,54,143,90,43
5415,14,54,142,91,44
5416,15,54,135,90,46
5417,16,54,128,88,48
5418,17,54,122,78,42
5419,18,54,90,55,44
5420,19,54,38,25,42
5421,20,54,52,35,48
5422,21,54,54,37,48
5423,22,54,50,38,49
5424,23,54,47,37,51
5425,24,54,41,32,48
5426,25,54,48,37,48
5427,26,54,52,38,46
5428,27,54,52,36,41
5429,28,54,64,41,39
5430,29,54,84,60,40
5431,30,54,91,68,39
5432,31,54,97,71,43
5433,32,54,97,69,41
5434,33,54,95,65,39
5435,34,54,84,57,39
5436,35,54,87,59,39
5437,36,54,103,69,39
5438,37,54,111,73,40
5439,38,54,105,68,40
5440,39,54,116,79,43
5441,40,54,122,85,47
5442,41,54,126,88,47
5443,42,54,129,91,49
5444,43,54,133,93,49
5445,44,54,133,92,46
5446,45,54,139,95,44
5447,46,54,142,97,43
5448,47,54,145,103,47
5449,48,54,148,108,54
5450,49,54,151,109,53
5451,50,54,155,113,55
5452,51,54,157,116,55
5453,52,54,150,114,53
5454,53,54,133,102,48
5455,54,54,126,99,48
5456,55,54,116,88,41
5457,56,54,96,67,34
5458,57,54,89,63,34
5459,58,54,90,67,38
5460,59,54,70,49,33
5461,60,54,48,32,31
5462,61,54,40,29,36
5463,62,54,32,24,36
5464,63,54,31,26,39
5465,64,54,31,25,37
5466,65,54,35,28,35
5467,66,54,56,42,40
5468,67,54,60,46,40
5469,68,54,74,56,42
5470,69,54,73,55,41
5471,70,54,57,42,38
5472,71,54,58,43,37
5473,72,54,50,38,37
5474,73,54,43,32,36
5475,74,54,33,23,33
5476,75,54,24,18,33
5477,76,54,22,18,33
5478,77,54,20,17,33
5479,78,54,23,20,36
5480,79,54,27,24,39
5481,80,54,26,23,41
5482,81,54,29,23,39
5483,82,54,36,24,40
5484,83,54,36,28,43
5485,84,54,39,29,45
5486,85,54,43,33,48
5487,86,54,46,33,47
5488,87,54,45,36,52
5489,88,54,58,44,58
5490,89,54,92,49,50
5491,90,54,96,51,50
5492,91,54,110,59,49
5493,92,54,107,58,52
5494,93,54,91,51,52
5495,94,54,97,54,56
5496,95,54,114,64,61
5497,96,54,138,79,65
5498,97,54,126,72,62
5499,98,54,89,61,69
5500,99,54,85,68,76
5501,0,55,63,49,65
5502,1,55,56,43,59
5503,2,55,55,39,53
5504,3,55,64,35,44
5505,4,55,102,50,42
5506,5,55,136,71,43
5507,6,55,134,72,42
5508,7,55,139,76,43
5509,8,55,148,83,46
5510,9,55,152,91,45
5511,10,55,151,93,39
5512,11,55,152,94,41
5513,12,55,151,95,40
5514,13,55,152,98,40
5515,14,55,154,105,43
5516,15,55,152,104,45
5517,16,55,158,114,50
5518,17,55,151,106,48
5519,18,55,89,56,46
5520,19,55,50,33,46
5521,20,55,57,41,51
5522,21,55,51,38,49
5523,22,55,54,41,51
5524,23,55,47,37,51
5525,24,55,46,37,51
5526,25,55,50,38,50
5527,26,55,49,36,45
5528,27,55,55,36,41
5529,28,55,73,49,41
5530,29,55,89,66,42
5531,30,55,83,61,38
5532,31,55,83,60,39
5533,32,55,91,66,40
5534,33,55,76,53,38
5535,34,55,65,43,36
5536,35,55,92,64,40
5537,36,55,94,65,41
5538,37,55,84,57,38
5539,38,55,97,70,41
5540,39,55,114,83,45
5541,40,55,121,89,48
5542,41,55,122,90,49
5543,42,55,116,83,46
5544,43,55,119,85,47
5545,44,55,124,88,47
5546,45,55,125,87,47
5547,46,55,123,83,43
5548,47,55,121,82,41
5549,48,55,123,83,44
5550,49,55,118,79,45
5551,50,55,116,84,48
5552,51,55,116,89,48
5553,52,55,110,87,45
5554,53,55,110,89,48
5555,54,55,100,79,44
5556,55,55,78,56,35
5557,56,55,75,54,34
5558,57,55,71,52,36
5559,58,55,50,36,35
5560,59,55,31,21,33
5561,60,55,22,17,32
5562,61,55,23,20,35
5563,62,55,29,25,38
5564,63,55,38,32,40
5565,64,55,42,32,35
5566,65,55,52,38,35
5567,66,55,61,44,37
5568,67,55,80,63,41
5569,68,55,80,63,42
5570,69,55,56,42,39
5571,70,55,62,46,40
5572,71,55,56,40,36
5573,72,55,45,32,35
5574,73,55,36,26,36
5575,74,55,32,22,31
5576,75,55,28,21,32
5577,76,55,27,22,34
5578,77,55,24,18,33
5579,78,55,31,26,36
5580,79,55,26,22,37
5581,80,55,24,20,38
5582,81,55,26,21,38
5583,82,55,41,29,43
5584,83,55,36,28,43
5585,84,55,34,30,45
5586,85,55,41,35,51
5587,86,55,43,36,51
5588,87,55,45,35,50
5589,88,55,50,39,54
5590,89,55,71,45,54
5591,90,55,85,45,46
5592,91,55,92,50,46
5593,92,55,88,48,51
5594,93,55,89,48,53
5595,94,55,89,52,56
5596,95,55,102,58,59
5597,96,55,123,71,62
5598,97,55,121,75,65
5599,98,55,95,65,70
5600,99,55,88,70,76
5601,0,56,66,52,65
5602,1,56,63,47,60
5603,2,56,59,41,54
5604,3,56,48,26,44
5605,4,56,59,28,43
5606,5,56,104,47,44
5607,6,56,116,51,40
5608,7,56,127,59,43
5609,8,56,133,64,43
5610,9,56,141,71,42
5611,10,56,146,74,38
5612,11,56,149,78,39
5613,12,56,148,78,37
5614,13,56,144,75,36
5615,14,56,138,75,39
5616,15,56,133,75,42
5617,16,56,135,80,44
5618,17,56,120,70,46
5619,18,56,72,44,47
5620,19,56,56,39,50
5621,20,56,51,40,51
5622,21,56,51,39,50
5623,22,56,52,39,52
5624,23,56,49,38,52
5625,24,56,47,37,49
5626,25,56,52,40,50
5627,26,56,47,36,46
5628,27,56,49,33,41
5629,28,56,74,51,42
5630,29,56,83,62,42
5631,30,56,68,48,34
5632,31,56,75,52,35
5633,32,56,80,57,40
5634,33,56,55,38,34
5635,34,56,70,50,37
5636,35,56,73,50,38
5637,36,56,66,45,36
5638,37,56,75,53,39
5639,38,56,95,72,45
5640,39,56,107,81,46
5641,40,56,115,84,46
5642,41,56,113,85,47
5643,42,56,108,83,47
5644,43,56,113,85,47
5645,44,56,116,82,45
5646,45,56,115,82,46
5647,46,56,106,76,43
5648,47,56,107,76,44
5649,48,56,102,71,43
5650,49,56,93,68,40
5651,50,56,96,74,43
5652,51,56,100,78,44
5653,52,56,98,77,43
5654,53,56,92,72,43
5655,54,56,77,57,37
5656,55,56,64,47,36
5657,56,56,50,38,36
5658,57,56,35,26,34
5659,58,56,27,22,34
5660,59,56,23,20,34
5661,60,56,22,20,34
5662,61,56,28,23,35
5663,62,56,38,29,37
5664,63,56,52,40,39
5665,64,56,55,40,34
5666,65,56,60,45,38
5667,66,56,66,50,38
5668,67,56,78,61,41
5669,68,56,55,43,36
5670,69,56,59,46,38
5671,70,56,66,51,40
5672,71,56,53,40,35
5673,72,56,60,43,34
5674,73,56,74,57,40
5675,74,56,78,57,38
5676,75,56,69,50,34
5677,76,56,61,42,33
5678,77,56,65,43,35
5679,78,56,60,42,41
5680,79,56,49,32,35
5681,80,56,33,24,35
5682,81,56,38,29,42
5683,82,56,47,34,44
5684,83,56,38,27,41
5685,84,56,37,28,42
5686,85,56,39,31,45
5687,86,56,40,32,47
5688,87,56,46,36,51
5689,88,56,50,37,51
5690,89,56,59,40,51
5691,90,56,107,59,51
5692,91,56,107,58,47
5693,92,56,101,56,52
5694,93,56,107,57,50
5695,94,56,107,58,51
5696,95,56,104,61,58
5697,96,56,95,63,63
5698,97,56,92,65,66
5699,98,56,78,56,67
5700,99,56,82,62,73
5701,0,57,68,53,67
5702,1,57,71,50,65
5703,2,57,66,44,59
5704,3,57,47,29,48
5705,4,57,47,30,46
5706,5,57,82,41,47
5707,6,57,111,50,45
5708,7,57,115,54,42
5709,8,57,120,59,46
5710,9,57,122,58,42
5711,10,57,130,64,39
5712,11,57,130,62,38
5713,12,57,125,60,39
5714,13,57,122,60,39
5715,14,57,123,62,41
5716,15,57,129,64,40
5717,16,57,128,62,40
5718,17,57,112,51,40
5719,18,57,66,35,44
5720,19,57,51,35,47
5721,20,57,45,35,49
5722,21,57,49,37,48
5723,22,57,45,35,49
5724,23,57,47,36,51
5725,24,57,45,34,47
5726,25,57,51,38,46
5727,26,57,46,34,43
5728,27,57,53,37,42
5729,28,57,75,55,43
5730,29,57,74,55,42
5731,30,57,59,39,35
5732,31,57,69,47,35
5733,32,57,57,38,35
5734,33,57,57,40,37
5735,34,57,73,53,38
5736,35,57,62,43,35
5737,36,57,64,45,38
5738,37,57,73,54,41
5739,38,57,87,67,44
5740,39,57,98,75,46
5741,40,57,102,76,45
5742,41,57,106,82,46
5743,42,57,106,81,45
5744,43,57,104,76,43
5745,44,57,105,73,43
5746,45,57,94,66,39
5747,46,57,86,61,38
5748,47,57,89,62,40
5749,48,57,89,62,42
5750,49,57,95,73,44
5751,50,57,88,68,41
5752,51,57,86,67,40
5753,52,57,76,56,37
5754,53,57,59,43,35
5755,54,57,49,37,34
5756,55,57,40,30,34
5757,56,57,37,28,36
5758,57,57,32,25,35
5759,58,57,24,19,33
5760,59,57,23,18,32
5761,60,57,31,26,33
5762,61,57,40,30,33
5763,62,57,47,35,35
5764,63,57,56,42,36
5765,64,57,58,42,34
5766,65,57,53,40,36
5767,66,57,60,46,36
5768,67,57,49,37,34
5769,68,57,54,41,36
5770,69,57,65,50,40
5771,70,57,69,54,39
5772,71,57,86,64,39
5773,72,57,105,77,41
5774,73,57,101,75,39
5775,74,57,90,62,35
5776,75,57,72,45,30
5777,76,57,77,49,32
5778,77,57,74,45,34
5779,78,57,68,42,36
5780,79,57,64,40,36
5781,80,57,56,36,41
5782,81,57,47,36,48
5783,82,57,36,29,42
5784,83,57,32,28,40
5785,84,57,37,29,41
5786,85,57,42,30,42
5787,86,57,41,30,43
5788,87,57,46,34,49
5789,88,57,52,36,49
5790,89,57,55,38,50
5791,90,57,90,56,48
5792,91,57,126,75,46
5793,92,57,125,79,50
5794,93,57,125,78,50
5795,94,57,119,74,54
5796,95,57,95,62,60
5797,96,57,86,59,62
5798,97,57,89,62,67
5799,98,57,91,66,73
5800,99,57,101,72,70
5801,0,58,63,46,62
5802,1,58,67,47,61
5803,2,58,62,45,60
5804,3,58,51,37,51
5805,4,58,52,36,49
5806,5,58,87,46,48
5807,6,58,121,60,46
5808,7,58,118,57,41
5809,8,58,122,65,47
5810,9,58,125,72,50
5811,10,58,124,69,48
5812,11,58,119,59,40
5813,12,58,122,60,42
5814,13,58,127,64,39
5815,14,58,131,65,40
5816,15,58,122,58,39
5817,16,58,109,55,43
5818,17,58,92,48,44
5819,18,58,63,38,46
5820,19,58,49,38,50
5821,20,58,47,37,49
5822,21,58,47,38,50
5823,22,58,36,29,46
5824,23,58,38,29,46
5825,24,58,36,27,42
5826,25,58,41,28,42
5827,26,58,45,32,42
5828,27,58,50,35,42
5829,28,58,67,48,43
5830,29,58,65,47,41
5831,30,58,61,44,40
5832,31,58,61,42,37
5833,32,58,47,30,33
5834,33,58,60,41,38
5835,34,58,71,51,41
5836,35,58,61,43,38
5837,36,58,60,42,39
5838,37,58,69,50,39
5839,38,58,84,65,42
5840,39,58,81,59,41
5841,40,58,84,63,42
5842,41,58,91,68,43
5843,42,58,91,66,41
5844,43,58,90,65,39
5845,44,58,87,62,40
5846,45,58,78,56,39
5847,46,58,75,52,38
5848,47,58,84,61,40
5849,48,58,91,69,42
5850,49,58,85,67,42
5851,50,58,76,59,39
5852,51,58,73,56,40
5853,52,58,61,46,36
5854,53,58,49,38,36
5855,54,58,38,30,34
5856,55,58,34,28,35
5857,56,58,29,23,33
5858,57,58,23,20,31
5859,58,58,24,19,32
5860,59,58,28,20,31
5861,60,58,40,30,33
5862,61,58,38,29,30
5863,62,58,47,35,33
5864,63,58,49,35,32
5865,64,58,40,30,31
5866,65,58,44,33,32
5867,66,58,41,30,31
5868,67,58,43,32,31
5869,68,58,65,50,36
5870,69,58,63,44,34
5871,70,58,77,53,37
5872,71,58,94,68,39
5873,72,58,100,70,37
5874,73,58,90,61,36
5875,74,58,88,60,35
5876,75,58,76,48,31
5877,76,58,82,53,32
5878,77,58,78,47,32
5879,78,58,64,38,34
5880,79,58,58,38,39
5881,80,58,39,27,38
5882,81,58,26,22,37
5883,82,58,28,25,40
5884,83,58,31,28,42
5885,84,58,39,33,43
5886,85,58,43,30,42
5887,86,58,38,29,44
5888,87,58,41,33,50
5889,88,58,46,35,50
5890,89,58,46,36,51
5891,90,58,51,37,50
5892,91,58,90,52,52
5893,92,58,105,59,54
5894,93,58,112,61,53
5895,94,58,108,63,58
5896,95,58,82,53,61
5897,96,58,84,55,63
5898,97,58,83,57,68
5899,98,58,90,67,76
5900,99,58,103,68,69
5901,0,59,69,51,58
5902,1,59,73,54,58
5903,2,59,76,54,58
5904,3,59,64,41,50
5905,4,59,69,47,51
5906,5,59,115,78,56
5907,6,59,135,88,55
5908,7,59,137,87,52
5909,8,59,143,94,55
5910,9,59,146,102,59
5911,10,59,142,98,59
5912,11,59,140,96,54
5913,12,59,139,92,53
5914,13,59,145,96,51
5915,14,59,144,95,52
5916,15,59,127,81,50
5917,16,59,96,63,52
5918,17,59,78,55,54
5919,18,59,58,42,52
5920,19,59,54,41,51
5921,20,59,52,40,52
5922,21,59,45,37,52
5923,22,59,38,30,47
5924,23,59,43,32,46
5925,24,59,39,28,43
5926,25,59,41,29,43
5927,26,59,48,35,46
5928,27,59,49,35,45
5929,28,59,57,40,43
5930,29,59,55,39,42
5931,30,59,57,40,41
5932,31,59,52,35,38
5933,32,59,49,33,37
5934,33,59,62,45,40
5935,34,59,61,44,38
5936,35,59,54,38,39
5937,36,59,51,35,40
5938,37,59,68,50,41
5939,38,59,71,52,42
5940,39,59,65,46,39
5941,40,59,68,49,41
5942,41,59,74,55,41
5943,42,59,77,56,40
5944,43,59,79,55,40
5945,44,59,74,52,40
5946,45,59,71,50,38
5947,46,59,80,58,40
5948,47,59,84,64,42
5949,48,59,78,59,41
5950,49,59,80,63,43
5951,50,59,77,60,46
5952,51,59,68,53,45
5953,52,59,49,37,38
5954,53,59,42,29,36
5955,54,59,42,30,36
5956,55,59,37,28,38
5957,56,59,27,22,34
5958,57,59,28,23,34
5959,58,59,32,25,35
5960,59,59,39,28,35
5961,60,59,38,26,34
5962,61,59,37,28,33
5963,62,59,47,36,35
5964,63,59,39,26,31
5965,64,59,30,21,28
5966,65,59,32,22,28
5967,66,59,36,22,29
5968,67,59,60,41,33
5969,68,59,69,48,33
5970,69,59,72,47,35
5971,70,59,89,58,37
5972,71,59,107,74,40
5973,72,59,98,67,38
5974,73,59,94,64,37
5975,74,59,96,67,36
5976,75,59,85,52,35
5977,76,59,86,54,35
5978,77,59,64,37,36
5979,78,59,37,24,37
5980,79,59,30,22,37
5981,80,59,23,17,37
5982,81,59,23,20,40
5983,82,59,29,24,42
5984,83,59,29,25,43
5985,84,59,33,28,42
5986,85,59,50,36,46
5987,86,59,50,36,47
5988,87,59,45,37,51
5989,88,59,49,37,53
5990,89,59,46,36,53
5991,90,59,47,40,57
5992,91,59,61,41,57
5993,92,59,80,48,56
5994,93,59,85,49,58
5995,94,59,96,59,61
5996,95,59,76,52,63
5997,96,59,77,54,66
5998,97,59,79,59,69
5999,98,59,79,62,74
6000,99,59,83,59,68
6001,0,60,82,59,60
6002,1,60,81,57,57
6003,2,60,84,60,59
6004,3,60,71,48,55
6005,4,60,102,76,57
6006,5,60,137,105,62
6007,6,60,140,109,63
6008,7,60,142,108,60
6009,8,60,148,114,62
6010,9,60,147,113,61
6011,10,60,147,114,64
6012,11,60,145,113,61
6013,12,60,147,114,62
6014,13,60,153,120,62
6015,14,60,146,112,58
6016,15,60,136,101,56
6017,16,60,98,71,54
6018,17,60,66,50,51
6019,18,60,57,41,47
6020,19,60,52,37,47
6021,20,60,46,36,48
6022,21,60,47,38,52
6023,22,60,44,34,48
6024,23,60,49,37,49
6025,24,60,39,28,44
6026,25,60,41,31,46
6027,26,60,48,37,48
6028,27,60,47,36,47
6029,28,60,53,38,47
6030,29,60,50,34,42
6031,30,60,54,39,40
6032,31,60,52,35,42
6033,32,60,52,35,39
6034,33,60,62,45,41
6035,34,60,52,37,36
6036,35,60,49,32,39
6037,36,60,45,31,38
6038,37,60,62,45,40
6039,38,60,59,41,38
6040,39,60,65,47,41
6041,40,60,68,49,42
6042,41,60,64,46,37
6043,42,60,65,46,39
6044,43,60,65,45,38
6045,44,60,67,47,39
6046,45,60,80,59,42
6047,46,60,83,61,40
6048,47,60,78,57,39
6049,48,60,82,61,41
6050,49,60,80,64,44
6051,50,60,62,48,43
6052,51,60,48,34,39
6053,52,60,41,30,36
6054,53,60,44,31,35
6055,54,60,38,28,35
6056,55,60,29,23,35
6057,56,60,31,24,37
6058,57,60,32,23,36
6059,58,60,34,27,36
6060,59,60,35,26,35
6061,60,60,34,24,34
6062,61,60,39,30,36
6063,62,60,41,32,37
6064,63,60,32,24,33
6065,64,60,31,23,32
6066,65,60,34,25,32
6067,66,60,53,37,32
6068,67,60,73,52,37
6069,68,60,68,44,34
6070,69,60,78,49,35
6071,70,60,95,64,38
