ID,X,Y,R,G,B
9442,41,94,35,12,27
9443,42,94,30,11,28
9444,43,94,24,9,29
9445,44,94,21,9,27
9446,45,94,21,11,28
9447,46,94,20,11,27
9448,47,94,16,9,27
9449,48,94,12,8,26
9450,49,94,11,8,25
9451,50,94,10,7,26
9452,51,94,10,7,26
9453,52,94,9,6,25
9454,53,94,9,7,26
9455,54,94,9,6,25
9456,55,94,10,8,27
9457,56,94,8,6,25
9458,57,94,7,6,24
9459,58,94,9,6,24
9460,59,94,12,7,24
9461,60,94,11,6,23
9462,61,94,12,6,24
9463,62,94,10,6,24
9464,63,94,7,6,22
9465,64,94,5,4,20
9466,65,94,5,4,22
9467,66,94,6,5,23
9468,67,94,7,6,24
9469,68,94,7,6,23
9470,69,94,10,8,25
9471,70,94,10,7,24
9472,71,94,7,4,21
9473,72,94,7,4,21
9474,73,94,7,4,21
9475,74,94,8,6,22
9476,75,94,7,6,21
9477,76,94,7,5,21
9478,77,94,9,6,23
9479,78,94,7,4,21
9480,79,94,8,5,22
9481,80,94,7,6,22
9482,81,94,7,6,22
9483,82,94,6,5,21
9484,83,94,8,6,22
9485,84,94,12,7,24
9486,85,94,9,6,22
9487,86,94,13,9,24
9488,87,94,25,12,26
9489,88,94,44,17,25
9490,89,94,28,15,26
9491,90,94,23,12,25
9492,91,94,22,10,25
9493,92,94,21,11,27
9494,93,94,25,14,30
9495,94,94,27,13,32
9496,95,94,23,14,33
9497,96,94,23,14,33
9498,97,94,33,17,32
9499,98,94,40,20,37
9500,99,94,31,17,36
9501,0,95,31,24,48
9502,1,95,25,14,39
9503,2,95,28,15,38
9504,3,95,22,12,35
9505,4,95,21,11,35
9506,5,95,23,14,38
9507,6,95,21,13,37
9508,7,95,20,12,34
9509,8,95,19,10,33
9510,9,95,23,11,34
9511,10,95,24,11,33
9512,11,95,29,14,34
9513,12,95,28,14,35
9514,13,95,22,12,33
9515,14,95,17,10,33
9516,15,95,18,10,33
9517,16,95,17,9,31
9518,17,95,20,9,31
9519,18,95,21,9,32
9520,19,95,23,10,31
9521,20,95,27,11,31
9522,21,95,30,11,30
9523,22,95,35,13,31
9524,23,95,32,11,31
9525,24,95,29,10,30
9526,25,95,35,16,32
9527,26,95,25,10,30
9528,27,95,24,8,29
9529,28,95,33,12,30
9530,29,95,30,11,30
9531,30,95,26,10,28
9532,31,95,32,14,30
9533,32,95,31,11,30
9534,33,95,29,8,29
9535,34,95,28,9,29
9536,35,95,29,12,31
9537,36,95,29,12,31
9538,37,95,34,11,30
9539,38,95,42,16,30
9540,39,95,38,13,28
9541,40,95,32,10,28
9542,41,95,37,13,28
9543,42,95,23,9,28
9544,43,95,22,9,27
9545,44,95,22,9,27
9546,45,95,23,10,28
9547,46,95,21,10,28
9548,47,95,15,8,26
9549,48,95,13,7,26
9550,49,95,10,6,25
9551,50,95,10,7,27
9552,51,95,8,5,26
9553,52,95,7,6,24
9554,53,95,8,7,25
9555,54,95,7,5,25
9556,55,95,9,7,27
9557,56,95,8,7,26
9558,57,95,7,5,26
9559,58,95,8,5,25
9560,59,95,10,6,23
9561,60,95,13,6,24
9562,61,95,14,7,25
9563,62,95,12,7,24
9564,63,95,8,6,24
9565,64,95,6,5,23
9566,65,95,7,6,24
9567,66,95,7,6,23
9568,67,95,7,6,24
9569,68,95,6,5,23
9570,69,95,9,8,25
9571,70,95,7,5,23
9572,71,95,8,5,23
9573,72,95,7,5,23
9574,73,95,7,4,23
9575,74,95,9,6,24
9576,75,95,8,5,21
9577,76,95,8,6,21
9578,77,95,9,6,24
9579,78,95,7,4,21
9580,79,95,7,4,21
9581,80,95,7,4,21
9582,81,95,7,4,21
9583,82,95,7,4,21
9584,83,95,9,6,23
9585,84,95,11,7,24
9586,85,95,8,6,22
9587,86,95,14,9,25
9588,87,95,26,12,26
9589,88,95,28,13,26
9590,89,95,18,12,26
9591,90,95,20,12,27
9592,91,95,19,9,26
9593,92,95,17,9,25
9594,93,95,23,11,27
9595,94,95,24,13,29
9596,95,95,20,11,30
9597,96,95,20,12,31
9598,97,95,31,15,33
9599,98,95,42,20,37
9600,99,95,33,17,35
9601,0,96,30,18,43
9602,1,96,25,12,37
9603,2,96,24,14,38
9604,3,96,17,11,35
9605,4,96,15,8,32
9606,5,96,19,8,34
9607,6,96,19,9,34
9608,7,96,18,11,33
9609,8,96,19,12,36
9610,9,96,18,9,35
9611,10,96,21,10,33
9612,11,96,26,12,35
9613,12,96,22,13,35
9614,13,96,19,12,34
9615,14,96,19,12,34
9616,15,96,18,10,33
9617,16,96,18,9,32
9618,17,96,23,11,32
9619,18,96,30,11,31
9620,19,96,35,15,31
9621,20,96,36,16,31
9622,21,96,35,15,30
9623,22,96,34,12,30
9624,23,96,30,10,29
